bif	25 262
end	50 321
end	62 287
bif	66 260
bif	74 197
end	87 317
bif	114 194
end	126 228
end	161 343
end	175 276
bif	208 157
bif	216 296
bif	216 298
end	231 318
bif	238 365
bif	246 370
bif	250 333
bif	266 331
end	271 251
bif	343 331
end	372 242
end	384 289
end	385 214
end	387 183
end	430 192
end	431 357
end	444 317
